,amazon_index,filename,title,author,category_id,category,meta,year,meta_author,decade,post_2010
8860,1492359823,1492359823.jpg,A Submissive's Heart,Kayngel Hatcher,22,Romance,"{""ISBN-13"": ""9781492359821"", ""Title"": ""A Submissive's Heart"", ""Authors"": [""Kayngel Hatcher""], ""Publisher"": ""CreateSpace"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Kayngel Hatcher,2010,post_2010
8861,1451694148,1451694148.jpg,The Fifth Gospel: A Novel,Ian Caldwell,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781501131967"", ""Title"": ""The Fifth Gospel - A Novel"", ""Authors"": [""Ian Caldwell""], ""Publisher"": ""Simon and Schuster"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Ian Caldwell,2010,post_2010
8862,1556525532,1556525532.jpg,"Once a King, Always a King: The Unmaking of a Latin King",Reymundo Sanchez,1,Biographies & Memoirs,"{""ISBN-13"": ""9781556525537"", ""Title"": ""Once A King, Always A King - The Unmaking Of A Latin King"", ""Authors"": [""Reymundo Sanchez""], ""Publisher"": ""Lawrence Hill Books"", ""Year"": ""2004"", ""Language"": ""en""}",2004,Reymundo Sanchez,2000,pre_2010
8863,1423106350,1423106350.jpg,"Martin's Big Words: The Life of Dr. Martin Luther King, Jr.",Doreen Rappaport,1,Biographies & Memoirs,"{""ISBN-13"": ""9781423106357"", ""Title"": ""Martin's Big Words - The Life Of Dr. Martin Luther King, Jr"", ""Authors"": [""Doreen Rappaport""], ""Publisher"": ""Jump At The Sun"", ""Year"": ""2007"", ""Language"": ""en""}",2007,Doreen Rappaport,2000,pre_2010
8864,786701714,0786701714.jpg,Passion D'Amour/Two Complete Novels (Victorian Erotic Classics),Anne-Marie Villefranche,22,Romance,"{""ISBN-13"": ""9780786701711"", ""Title"": ""Passion D'Amour/Two Complete Novels"", ""Authors"": [""Anne-Marie Villefranche""], ""Publisher"": ""Carroll & Graf Pub"", ""Year"": ""1994"", ""Language"": ""en""}",1994,Anne-Marie Villefranche,1990,pre_2010
8866,1451649924,1451649924.jpg,MacRieve (Immortals After Dark),Kresley Cole,22,Romance,"{""ISBN-13"": ""9781451649925"", ""Title"": ""MacRieve"", ""Authors"": [""Kresley Cole""], ""Publisher"": ""Simon and Schuster"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Kresley Cole,2010,post_2010
8868,595468780,0595468780.jpg,BOOT: An LAPD Officer's Rookie Year in South Central Los Angeles,William Dunn,1,Biographies & Memoirs,"{""ISBN-13"": ""9780595468782"", ""Title"": ""Boot - An LAPD Officer's Rookie Year In South Central Los Angeles"", ""Authors"": [""William Dunn""], ""Publisher"": """", ""Year"": ""2008"", ""Language"": ""en""}",2008,William Dunn,2000,pre_2010
8869,143115375,0143115375.jpg,The Legend of Colton H. Bryant,Alexandra Fuller,1,Biographies & Memoirs,"{""ISBN-13"": ""9780143115373"", ""Title"": ""The Legend Of Colton H. Bryant"", ""Authors"": [""Alexandra Fuller""], ""Publisher"": ""Penguin"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Alexandra Fuller,2000,pre_2010
8871,1434404374,1434404374.jpg,The Mysterious Affair at Styles: Hercule Poirot's First Case (Hercule Poirot Mysteries),Agatha Christie,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780062984630"", ""Title"": ""The Mysterious Affair At Styles - A Hercule Poirot Mystery"", ""Authors"": [""Agatha Christie""], ""Publisher"": ""William Morrow Paperbacks"", ""Year"": ""2020"", ""Language"": ""en""}",2020,Agatha Christie,2020,post_2010
8872,692340092,0692340092.jpg,Riot (Predators MC) (Volume 1),Jamie Begley,22,Romance,"{""ISBN-13"": ""9780692340097"", ""Title"": ""Riot"", ""Authors"": [""Jamie Begley""], ""Publisher"": """", ""Year"": ""2014"", ""Language"": ""en""}",2014,Jamie Begley,2010,post_2010
8874,1632862611,1632862611.jpg,"A Guest at the Shooters' Banquet: My Grandfather's SS Past, My Jewish Family, A Search for the Truth",Rita Gabis,1,Biographies & Memoirs,"{""ISBN-13"": ""9781632862617"", ""Title"": ""A Guest At The Shooters' Banquet - My Grandfather's SS Past, My Jewish Family, A Search For The Truth"", ""Authors"": [""Rita Gabis""], ""Publisher"": ""Bloomsbury Publishing USA"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Rita Gabis,2010,post_2010
8875,1590515277,1590515277.jpg,Trapeze,Simon Mawer,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781590515273"", ""Title"": ""The Girl Who Fell From The Sky"", ""Authors"": [""Simon Mawer""], ""Publisher"": """", ""Year"": ""2012"", ""Language"": ""en""}",2012,Simon Mawer,2010,post_2010
8876,425279642,0425279642.jpg,Mr. Hockey: My Story,Gordie Howe,1,Biographies & Memoirs,"{""ISBN-13"": ""9780425279649"", ""Title"": ""Mr. Hockey - My Story"", ""Authors"": [""Gordie Howe""], ""Publisher"": ""Berkley Books"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Gordie Howe,2010,post_2010
8877,810861844,0810861844.jpg,"Strategic Intelligence: A Handbook for Practitioners, Managers, and Users (Security and Professional Intelligence Education Series)",Don McDowell,1,Biographies & Memoirs,"{""ISBN-13"": ""9780810861848"", ""Title"": ""Strategic Intelligence - A Handbook For Practitioners, Managers, And Users"", ""Authors"": [""Don McDowell""], ""Publisher"": ""Scarecrow Press"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Don McDowell,2000,pre_2010
8878,316584789,0316584789.jpg,Admiral of the Ocean Sea: A Life of Christopher Columbus,Samuel Eliot Morison,1,Biographies & Memoirs,"{""ISBN-13"": ""9780316584784"", ""Title"": ""Admiral Of The Ocean Sea - A Life Of Christopher Columbus"", ""Authors"": [""Samuel Eliot Morison""], ""Publisher"": ""Little, Brown"", ""Year"": ""1991"", ""Language"": ""en""}",1991,Samuel Eliot Morison,1990,pre_2010
8880,1844081532,1844081532.jpg,A Thousand Days in Tuscany: A Bittersweet Romance,Marlena De Blasi,22,Romance,"{""ISBN-13"": ""9780345481092"", ""Title"": ""A Thousand Days In Tuscany - A Bittersweet Adventure"", ""Authors"": [""Marlena De Blasi""], ""Publisher"": ""Random House Digital, Inc."", ""Year"": ""2005"", ""Language"": ""en""}",2005,Marlena De Blasi,2000,pre_2010
8882,990505685,0990505685.jpg,Rose in Bloom (Sex and the Season: Two),Helen Hardt,22,Romance,"{""ISBN-13"": ""9780990505686"", ""Title"": ""Rose In Bloom"", ""Authors"": [""Helen Hardt""], ""Publisher"": ""Waterhouse Press LLC"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Helen Hardt,2010,post_2010
8883,989487407,0989487407.jpg,The Heart of the Game: A Coach's Journey,Bobby McIver,1,Biographies & Memoirs,"{""ISBN-13"": ""9780989487405"", ""Title"": ""The Heart Of The Game - A Coach's Journey"", ""Authors"": [""Bobby McIver"", ""Megan Macomber""], ""Publisher"": ""Armsdale Publishing"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Bobby McIver,2010,post_2010
8884,486292908,0486292908.jpg,"Twelfth Night, Or, What You Will (Dover Thrift Editions)",William Shakespeare,22,Romance,"{""ISBN-13"": ""9780486292908"", ""Title"": ""Twelfth Night - Or, What You Will"", ""Authors"": [""William Shakespeare"", ""Candace Ward""], ""Publisher"": ""Courier Corporation"", ""Year"": ""1997"", ""Language"": ""en""}",1997,William Shakespeare,1990,pre_2010
8887,1601256558,1601256558.jpg,Pathfinder Module: The Emerald Spire Superdungeon,Keith Baker,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781601256553"", ""Title"": ""Pathfinder Module - The Emerald Spire Superdungeon"", ""Authors"": [""Keith Baker"", ""Richard Baker"", ""Wolfgang Baur"", ""Jason Bulmahn"", ""Ed Greenwood"", ""Tim Hitchcock"", ""James Jacobs"", ""Nicolas Logue"", ""Frank Mentzer"", ""Erik Mona"", ""Lisa Stephens"", ""Chris Pramas"", ""Sean K. Reynolds"", ""F. Wesley Schneider"", ""Michael A. Stackpole"", ""James L. Sutter""], ""Publisher"": ""Paizo Pub Llc"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Keith Baker,2010,post_2010
8888,1845133390,1845133390.jpg,Arsene Wenger: The Authorised Biography,Xavier Rivoire,1,Biographies & Memoirs,"{""ISBN-13"": ""9781845133399"", ""Title"": ""Arsene Wenger - The Authorised Biography"", ""Authors"": [""Xavier Rivoire""], ""Publisher"": ""Aurum Press"", ""Year"": ""2008"", ""Language"": ""en""}",2008,Xavier Rivoire,2000,pre_2010
8889,1921941146,1921941146.jpg,"Seven Bones: Two Wives, Two Violent Murders, a Fight for Justice",Peter Seymour,1,Biographies & Memoirs,"{""ISBN-13"": ""9781921941146"", ""Title"": ""Seven Bones - Two Wives, Two Violent Murders, A Fight For Justice"", ""Authors"": [""Peter Seymour"", ""Jason K. Foster""], ""Publisher"": ""Big Sky Publishing Pty, Limited"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Peter Seymour,2010,post_2010
8890,425263150,0425263150.jpg,"Midnight Crossroad (Midnight, Texas)",Charlaine Harris,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780451490308"", ""Title"": ""Midnight Crossroad (TV Tie-In)"", ""Authors"": [""Charlaine Harris""], ""Publisher"": ""Penguin"", ""Year"": ""2017"", ""Language"": ""en""}",2017,Charlaine Harris,2010,post_2010
8892,764210610,0764210610.jpg,Steadfast Heart (Brides of Seattle) (Volume 1),Tracie Peterson,22,Romance,"{""ISBN-13"": ""9780764210617"", ""Title"": ""Steadfast Heart"", ""Authors"": [""Tracie Peterson""], ""Publisher"": ""Bethany House Publishers"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Tracie Peterson,2010,post_2010
8894,1590174941,1590174941.jpg,Store of the Worlds: The Stories of Robert Sheckley (New York Review Books Classics),Robert Sheckley,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781590174944"", ""Title"": ""Store Of The Worlds - The Stories Of Robert Sheckley"", ""Authors"": [""Robert Sheckley""], ""Publisher"": ""New York Review of Books"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Robert Sheckley,2010,post_2010
8896,62262408,0062262408.jpg,Starfire: A Novel,Dale Brown,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780062326386"", ""Title"": ""Starfire LP - A Novel"", ""Authors"": [""Dale Brown""], ""Publisher"": ""HarperLuxe"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Dale Brown,2010,post_2010
8897,1562013890,1562013890.jpg,Don Winslow's Victorian Erotica,Don Winslow,22,Romance,"{""ISBN-13"": ""9781562013899"", ""Title"": ""Don Winslow's Victorian Erotica"", ""Authors"": [""Don Winslow""], ""Publisher"": ""Running PressBook Pub"", ""Year"": ""2003"", ""Language"": ""en""}",2003,Don Winslow,2000,pre_2010
8898,1583947221,1583947221.jpg,Unfinished Agenda: Urban Politics in the Era of Black Power,Junius Williams,1,Biographies & Memoirs,"{""ISBN-13"": ""9781583947234"", ""Title"": ""Unfinished Agenda - Urban Politics In The Era Of Black Power"", ""Authors"": [""Junius Williams""], ""Publisher"": ""North Atlantic Books"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Junius Williams,2010,post_2010
8899,1250041635,1250041635.jpg,Some Like It Scot (Scandalous Highlanders),Suzanne Enoch,22,Romance,"{""ISBN-13"": ""9781250041630"", ""Title"": ""Some Like It Scot"", ""Authors"": [""Suzanne Enoch""], ""Publisher"": ""Macmillan"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Suzanne Enoch,2010,post_2010
8900,B010BSZNC0,B010BSZNC0.jpg,"Highland Echoes: Fated Hearts, Book 2",Ceci Giltenan,22,Romance,"{""ISBN-13"": ""9781942623014"", ""Title"": ""Highland Revenge"", ""Authors"": [""Ceci Giltenan""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Ceci Giltenan,2010,post_2010
8901,1780804377,1780804377.jpg,The Ties That Bind: Enduring imaginative bondage and BDSM (Pony Tales) (Volume 6),C. P. Mandara,22,Romance,"{""ISBN-13"": ""9781780806808"", ""Title"": ""The Ties That Bind"", ""Authors"": [""C. P. Mandara""], ""Publisher"": ""Pony Tales"", ""Year"": ""2020"", ""Language"": ""en""}",2020,C. P. Mandara,2020,post_2010
8903,373788568,0373788568.jpg,When Secrets Strike,Marta Perry,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781629537559"", ""Title"": ""When Secrets Strike"", ""Authors"": [""Marta Perry""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Marta Perry,2010,post_2010
8904,316067490,0316067490.jpg,Wonder Girl: The Magnificent Sporting Life of Babe Didrikson Zaharias,Don Van Natta,1,Biographies & Memoirs,"{""ISBN-13"": ""9780316056991"", ""Title"": ""Wonder Girl - The Magnificent Sporting Life Of Babe Didrikson Zaharias"", ""Authors"": [""Don Van Natta""], ""Publisher"": ""Little Brown & Company"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Don Van Natta,2010,post_2010
8906,1497648815,1497648815.jpg,Vagabonds of Gor (Gorean Saga),John Norman,22,Romance,"{""ISBN-13"": ""9781497648814"", ""Title"": ""Vagabonds Of Gor"", ""Authors"": [""John Norman""], ""Publisher"": ""Open Road Media Sci-Fi & Fantasy"", ""Year"": ""2014"", ""Language"": ""en""}",2014,John Norman,2010,post_2010
8907,1629371114,1629371114.jpg,Ara's Knights: Ara Parseghian and the Golden Era of Notre Dame Football,Frank Pomarico,1,Biographies & Memoirs,"{""ISBN-13"": ""9781629371115"", ""Title"": ""Ara's Knights - Ara Parseghian And The Golden Era Of Notre Dame Football"", ""Authors"": [""Frank Pomarico"", ""Ray Serafin""], ""Publisher"": ""Triumph Books"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Frank Pomarico,2010,post_2010
8908,080416990X,080416990X.jpg,The Handsome Man's De Luxe Café (No. 1 Ladies' Detective Agency Series),Alexander McCall Smith,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780804169905"", ""Title"": ""The Handsome Man's De Luxe Cafe"", ""Authors"": [""Alexander McCall Smith""], ""Publisher"": ""Anchor Books"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Alexander McCall Smith,2010,post_2010
8909,1632930706,1632930706.jpg,"Stephen Girard, America's Colonial Olympian, 1750-1831",James J. Raciti,1,Biographies & Memoirs,"{""ISBN-13"": ""9781632930705"", ""Title"": ""Stephen Girard - America\u2019s Colonial Olympian, 1750\u20131831"", ""Authors"": [""James J. Raciti""], ""Publisher"": ""Sunstone Press"", ""Year"": ""2015"", ""Language"": ""en""}",2015,James J. Raciti,2010,post_2010
8910,765344157,0765344157.jpg,Ender in Exile (The Ender Quintet),Orson Scott Card,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780765344151"", ""Title"": ""Ender In Exile"", ""Authors"": [""Orson Scott Card""], ""Publisher"": ""Tor Science Fiction"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Orson Scott Card,2000,pre_2010
8911,006057299X,006057299X.jpg,"Every Which Way But Dead (The Hollows, Book 3)",Kim Harrison,22,Romance,"{""ISBN-13"": ""9780060572990"", ""Title"": ""Every Which Way But Dead"", ""Authors"": [""Kim Harrison""], ""Publisher"": ""Harper Collins"", ""Year"": ""2005"", ""Language"": ""en""}",2005,Kim Harrison,2000,pre_2010
8912,142003557,0142003557.jpg,The Science of Harry Potter: How Magic Really Works,Roger Highfield,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780142003558"", ""Title"": ""The Science Of Harry Potter - How Magic Really Works"", ""Authors"": [""Roger Highfield""], ""Publisher"": ""Penguin"", ""Year"": ""2003"", ""Language"": ""en""}",2003,Roger Highfield,2000,pre_2010
8913,312510101,0312510101.jpg,The Man-Eaters of Tsavo (Peter Capstick Library Series),J. H. Patterson,1,Biographies & Memoirs,"{""ISBN-13"": ""9780312510107"", ""Title"": ""The Man-Eaters Of Tsavo"", ""Authors"": [""J. H. Patterson""], ""Publisher"": ""Macmillan"", ""Year"": ""1986"", ""Language"": ""en""}",1986,J. H. Patterson,1980,pre_2010
8914,758290691,0758290691.jpg,The Wilson Deception (A Fraser and Cook Mystery),David O. Stewart,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781496703255"", ""Title"": ""The Wilson Deception"", ""Authors"": [""David O. Stewart""], ""Publisher"": """", ""Year"": ""2016"", ""Language"": ""en""}",2016,David O. Stewart,2010,post_2010
8915,756400597,0756400597.jpg,Downbelow Station (20th Anniversary) (Daw Book Collectors),C. J. Cherryh,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780756400590"", ""Title"": ""Downbelow Station"", ""Authors"": [""C. J. Cherryh""], ""Publisher"": ""DAW"", ""Year"": ""1981"", ""Language"": ""en""}",1981,C. J. Cherryh,1980,pre_2010
8916,1517385261,1517385261.jpg,Cade: Fire And Ice,Alana Hart,22,Romance,"{""ISBN-13"": ""9781517385262"", ""Title"": ""Cade: Fire And Ice"", ""Authors"": [""Alana Hart""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Alana Hart,2010,post_2010
8917,1455574066,1455574066.jpg,A Bend in the Road,Nicholas Sparks,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781455574063"", ""Title"": ""A Bend In The Road"", ""Authors"": [""Nicholas Sparks""], ""Publisher"": ""Grand Central Publishing"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Nicholas Sparks,2010,post_2010
8918,125007438X,125007438X.jpg,Two Deadly Doves (Meg Langslow Mysteries),Donna Andrews,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781250074386"", ""Title"": ""The Two Deadly Doves"", ""Authors"": [""Donna Andrews""], ""Publisher"": ""St. Martin's Griffin"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Donna Andrews,2010,post_2010
8919,1780674848,1780674848.jpg,Graphic Design Visionaries,Caroline Roberts,1,Biographies & Memoirs,"{""ISBN-13"": ""9781780674841"", ""Title"": ""Graphic Design Visionaries"", ""Authors"": [""Caroline Roberts""], ""Publisher"": ""Laurence King Publishing"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Caroline Roberts,2010,post_2010
8920,1906508259,1906508259.jpg,Warships of Babylon 5 (Traveller),Bryan Steele,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781906508258"", ""Title"": ""Warships Of Babylon 5"", ""Authors"": [""Bryan Steele""], ""Publisher"": ""Mongoose Pub"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Bryan Steele,2000,pre_2010
8921,1622424476,1622424476.jpg,"Touching Deuce [Cowboy Mates, Psychic Connections 2] (Siren Publishing Classic)",Lynnette Bernard,22,Romance,"{""ISBN-13"": ""9781622424474"", ""Title"": ""Touching Deuce"", ""Authors"": [""Lynnette Bernard""], ""Publisher"": ""Siren Pub Incorporated"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Lynnette Bernard,2010,post_2010
8923,62381644,0062381644.jpg,The Bone Labyrinth: A Sigma Force Novel (Sigma Force Novels),James Rollins,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780062381651"", ""Title"": ""The Bone Labyrinth - A Sigma Force Novel"", ""Authors"": [""James Rollins""], ""Publisher"": ""William Morrow"", ""Year"": ""2016"", ""Language"": ""en""}",2016,James Rollins,2010,post_2010
8924,1617130052,1617130052.jpg,Billy Joel: The Life and Times of an Angry Young Man (Revised and Updated),Hank Bordowitz,1,Biographies & Memoirs,"{""ISBN-13"": ""9781617130052"", ""Title"": ""Billy Joel - The Life And Times Of An Angry Young Man"", ""Authors"": [""Hank Bordowitz""], ""Publisher"": """", ""Year"": ""2011"", ""Language"": ""en""}",2011,Hank Bordowitz,2010,post_2010
8925,1602232490,1602232490.jpg,Attu Boy: A Young Alaskan's WWII Memoir,Nick Golodoff,1,Biographies & Memoirs,"{""ISBN-13"": ""9781602232495"", ""Title"": ""Attu Boy - A Young Alaskan's WWII Memoir"", ""Authors"": [""Nick Golodoff""], ""Publisher"": ""University of Alaska Press"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Nick Golodoff,2010,post_2010
8926,1556224613,1556224613.jpg,Deep Magic: Advanced Strategies for Experienced Players of Magic : The Gathering,Charles Wolfe,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781556224614"", ""Title"": ""Deep Magic - Advanced Strategies For Experienced Players Of Magic: The Gathering"", ""Authors"": [""Charles Wolfe"", ""George Baxter""], ""Publisher"": ""Wordware"", ""Year"": ""1995"", ""Language"": ""en""}",1995,Charles Wolfe,1990,pre_2010
